participant_id,total_trials,total_correct,total_errors,percent_correct,categories_completed,perseverative_errors,non_perseverative_errors,perseverative_error_rate,mean_trials_to_acquire_rule,trials_to_first_correct_per_shift,rt_first_correct_per_shift_ms,mean_rt_correct_ms,mean_rt_incorrect_ms,mean_rt_overall_ms,mean_rt_per_rule_ms__phonological,mean_rt_per_rule_ms__length,mean_rt_per_rule_ms__semantic,mean_rt_post_error_ms,errors_per_rule__length,errors_per_rule__semantic,errors_per_rule__phonological
participant_01,3,3,0,100.0,3,0,0,0.0,1.0,1;1,3565;5895,4685.0,,4685.0,5895.0,4595.0,3565.0,,0,0,0
